Entrez_ID	Gene_Symbol	Description
10809		StAR related lipid transfer domain containing 10
1081		glycoprotein hormones, alpha polypeptide
10810		WASP family member 3
10811		NADPH oxidase activator 1
10813		UTP14A small subunit processome component
10814		complexin 2
10815		complexin 1
10816		serine peptidase inhibitor, Kunitz type 3
10817		fibroblast growth factor receptor substrate 3
10818		fibroblast growth factor receptor substrate 2
1082		chorionic gonadotropin subunit beta 3
10825		neuraminidase 3
10826		fatty acid hydroxylase domain containing 2
10827		family with sequence similarity 114 member A2
1084		CEA cell adhesion molecule 3
10840		aldehyde dehydrogenase 1 family member L1
10841		formimidoyltransferase cyclodeaminase
10842		protein phosphatase 1 regulatory subunit 17
10844		tubulin gamma complex component 2
10845		caseinolytic mitochondrial matrix peptidase chaperone subunit X
10846		phosphodiesterase 10A
10847		Snf2 related CREBBP activator protein
10848		protein phosphatase 1 regulatory subunit 13 like
10849		RNA polymerase I subunit G
10850		C-C motif chemokine ligand 27
10855		heparanase
10856		RuvB like AAA ATPase 2
10857		progesterone receptor membrane component 1
10858		cytochrome P450 family 46 subfamily A member 1
10859		leukocyte immunoglobulin like receptor B1
10861		solute carrier family 26 member 1
10863		ADAM metallopeptidase domain 28
10864		solute carrier family 22 member 7
10865		AT-rich interaction domain 5A
10867		tetraspanin 9
10868	Failed_10868	
10869		ubiquitin specific peptidase 19
1087	Failed_1087	
10870		hematopoietic cell signal transducer
10871	Failed_10871	
10873		malic enzyme 3
10874		neuromedin U
10875		fibrinogen like 2
10876		epididymal protein 3A
10877		complement factor H related 4
10878		complement factor H related 3
10879		submaxillary gland androgen regulated protein 3B
1088		CEA cell adhesion molecule 8
10880		actin like 7B
10881		actin like 7A
10882		complement C1q like 1
10884		mitochondrial ribosomal protein S30
10885		WD repeat domain 3
10886	Failed_10886	
10887		prokineticin receptor 1
10890		RAB10, member RAS oncogene family
10891	Failed_10891	
10892		MALT1 paracaspase
10893		matrix metallopeptidase 24
10894		lymphatic vessel endothelial hyaluronan receptor 1
10896		oculomedin
10897		Yip1 interacting factor homolog A, membrane trafficking protein
10898		cleavage and polyadenylation specific factor 4
10899		jumping translocation breakpoint
109		adenylate cyclase 3
10900		RUN domain containing 3A
10901		dehydrogenase/reductase 4
10902		bromodomain containing 8
10903		myotubularin related protein 11
10904		BLCAP apoptosis inducing factor
10905		mannosidase alpha class 1A member 2
10906		TRAF-type zinc finger domain containing 1
10907		thioredoxin like 4A
10908		patatin like domain 6, lysophospholipase
10910		SGT1 homolog, MIS12 kinetochore complex assembly cochaperone
10911		urotensin 2
10912		growth arrest and DNA damage inducible gamma
10913		ectodysplasin A receptor
10914		poly(A) polymerase alpha
10915		transcription elongation regulator 1
10916		MAGE family member D2
10917		butyrophilin like 3
10919		euchromatic histone lysine methyltransferase 2
10920		COP9 signalosome subunit 8
10921		RNA binding protein with serine rich domain 1
10922		Fas activated serine/threonine kinase
10923		SUB1 regulator of transcription
10924		sphingomyelin phosphodiesterase acid like 3A
10926		DBF4-CDC7 kinase regulatory subunit
10927		spindlin 1
10928		ralA binding protein 1
10929		serine and arginine rich splicing factor 8
10930		apolipoprotein B mRNA editing enzyme catalytic subunit 2
10933		mortality factor 4 like 1
10935		peroxiredoxin 3
10938		EH domain containing 1
10939		AFG3 like matrix AAA peptidase subunit 2
10940		POP1 homolog, ribonuclease P/MRP subunit
10941		UDP glucuronosyltransferase family 2 member A1 complex locus
10942		serine protease 21
10943		MSL complex subunit 3
10944		chromosome 11 open reading frame 58
10945		KDEL endoplasmic reticulum protein retention receptor 1
10946		splicing factor 3a subunit 3
10947		adaptor related protein complex 3 subunit mu 2
10948	Failed_10948	
10949		heterogeneous nuclear ribonucleoprotein A0
10950	Failed_10950	
10951		chromobox 1
10952		SEC61 translocon subunit beta
10953	Failed_10953	
10954		protein disulfide isomerase family A member 5
10955		serine incorporator 3
10956		OS9 endoplasmic reticulum lectin
10957		proline rich nuclear receptor coactivator 1
10959	Failed_10959	
10960		lectin, mannose binding 2
10961	Failed_10961	
10962		MLLT11 transcription factor 7 cofactor
10963		stress induced phosphoprotein 1
10964		interferon induced protein 44 like
10965		acyl-CoA thioesterase 2
10966		RAB40B, member RAS oncogene family
10969		EBNA1 binding protein 2
10970		cytoskeleton associated protein 4
10971		tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta
10972		transmembrane p24 trafficking protein 10
10973		activating signal cointegrator 1 complex subunit 3
10974		adipogenesis regulatory factor
10975		ubiquinol-cytochrome c reductase, complex III subunit XI
10978		cleavage factor polyribonucleotide kinase subunit 1
10979		FERM domain containing kindlin 2
10980		COP9 signalosome subunit 6
10981		RAB32, member RAS oncogene family
10982		microtubule associated protein RP/EB family member 2
10983		cyclin I
10985		GCN1 activator of EIF2AK4
10987		COP9 signalosome subunit 5
10988		methionyl aminopeptidase 2
10989		inner membrane mitochondrial protein
10991		solute carrier family 38 member 3
10992	Failed_10992	
10993	Failed_10993	
10994		ilvB acetolactate synthase like
10998		solute carrier family 27 member 5
10999		solute carrier family 27 member 4
11000		solute carrier family 27 member 3
11001		solute carrier family 27 member 2
11004		kinesin family member 2C
11005		serine peptidase inhibitor Kazal type 5
11006		leukocyte immunoglobulin like receptor B4
11007		coiled-coil domain containing 85B
11009		interleukin 24
1101		chondroadherin
11010		GLI pathogenesis related 1
11011		tousled like kinase 2
11012		kallikrein related peptidase 11
11013		thymosin beta 15A
11014		KDEL endoplasmic reticulum protein retention receptor 2
11015		KDEL endoplasmic reticulum protein retention receptor 3
11016		activating transcription factor 7
11017		small nuclear ribonucleoprotein U4/U6.U5 subunit 27
11018		transmembrane p24 trafficking protein 1
11019		lipoic acid synthetase
1102		RCC1 and BTB domain containing protein 2
11020		intraflagellar transport 27
11021		RAB35, member RAS oncogene family
11022		tudor and KH domain containing
11023		ventral anterior homeobox 1
11024		leukocyte immunoglobulin like receptor A1
11025	Failed_11025	
11027		leukocyte immunoglobulin like receptor A2
1103		choline O-acetyltransferase
11030		RNA binding protein, mRNA processing factor
11031		RAB31, member RAS oncogene family
11033		ArfGAP with dual PH domains 1
11034		destrin, actin depolymerizing factor
11035		receptor interacting serine/threonine kinase 3
11036		general transcription factor IIA subunit 1 like
11037	Failed_11037	
1104	Failed_1104	
11040		Pim-2 proto-oncogene, serine/threonine kinase
11041		beta-1,4-glucuronyltransferase 1
11043		midline 2
11044		terminal nucleotidyltransferase 4A
11045		uroplakin 1A
11046		solute carrier family 35 member D2
11047		ADRM1 26S proteasome ubiquitin receptor
1105		chromodomain helicase DNA binding protein 1
11051		nudix hydrolase 21
11052		cleavage and polyadenylation specific factor 6
11054		opioid growth factor receptor
11055		zona pellucida binding protein
11056		DExD-box helicase 52
11059		WW domain containing E3 ubiquitin protein ligase 1
1106		chromodomain helicase DNA binding protein 2
11060		WW domain containing E3 ubiquitin protein ligase 2
11061		chondromodulin
11062		dihydrouridine synthase 4 like
11063		SRY-box transcription factor 30
11064		centriolin
11065		ubiquitin conjugating enzyme E2 C
11066	Failed_11066	
11067	Failed_11067	
11068		cytochrome b561 family member D2
11069		Rap guanine nucleotide exchange factor 4
1107		chromodomain helicase DNA binding protein 3
11070		transmembrane protein 115
11072		dual specificity phosphatase 14
11073	Failed_11073	
11074		tripartite motif containing 31
11075		stathmin 2
11076		tubulin polymerization promoting protein
11077		heat shock transcription factor 2 binding protein
11078		TRIO and F-actin binding protein
11079		retention in endoplasmic reticulum sorting receptor 1
1108	Failed_1108	
11080		DnaJ heat shock protein family (Hsp40) member B4
11081		keratocan
11082		endothelial cell specific molecule 1
11083		death inducer-obliterator 1
11085		ADAM metallopeptidase domain 30
11086		ADAM metallopeptidase domain 29
1109		aldo-keto reductase family 1 member C4
11091		WD repeat domain 5
11092	Failed_11092	
11093	Failed_11093	
11094		calcium channel flower domain containing 1
11095		ADAM metallopeptidase with thrombospondin type 1 motif 8
11096		ADAM metallopeptidase with thrombospondin type 1 motif 5
11097		nucleoporin 42
11098		serine protease 23
11099		protein tyrosine phosphatase non-receptor type 21
111	Failed_111	
11100		heterogeneous nuclear ribonucleoprotein U like 1
11101		arginyltransferase 1
11102		ribonuclease P/MRP subunit p14
11103		KRR1 small subunit processome component homolog
11104		katanin catalytic subunit A1
11105		PR/SET domain 7
11107		PR/SET domain 5
11108		PR/SET domain 4
1111		checkpoint kinase 1
11112		3-hydroxyisobutyrate dehydrogenase
11113	Failed_11113	
11116		centrosomal protein 43
11117		elastin microfibril interfacer 1
11118		butyrophilin subfamily 3 member A2
11119		butyrophilin subfamily 3 member A1
1112	Failed_1112	
11120		butyrophilin subfamily 2 member A1
11122		protein tyrosine phosphatase receptor type T
11123	Failed_11123	
11124		Fas associated factor 1
11126		CD160 molecule
11127		kinesin family member 3A
11128		RNA polymerase III subunit A
11129		CLK4 associating serine/arginine rich protein
1113	Failed_1113	
11130	Failed_11130	
11131		calpain 11
11132		calpain 10
11133		kaptin, actin binding protein
11135		CDC42 effector protein 1
11136		solute carrier family 7 member 9
11137		PWP1 homolog, endonuclein
11138		TBC1 domain family member 8
1114		chromogranin B
11140		cell division cycle 37, HSP90 cochaperone
11141		interleukin 1 receptor accessory protein like 1
11142		cAMP-dependent protein kinase inhibitor gamma
11143		lysine acetyltransferase 7
11144		DNA meiotic recombinase 1
11145		phospholipase A and acyltransferase 3
11146		glomulin, FKBP associated protein
11147		ANKRD13C divergent transcript
11148		HHLA2 member of B7 family
11149		popeye domain cAMP effector 1
11151	Failed_11151	
11152		WD repeat domain 45
11153		FIC domain protein adenylyltransferase
11154	Failed_11154	
11155		LIM domain binding 3
11156	Failed_11156	
11157		LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated
11158		RAB, member of RAS oncogene family like 2B
11159		RAB, member of RAS oncogene family like 2A
1116		chitinase 3 like 1
11160		ER lipid raft associated 2
11161		ergosterol biosynthesis 28 homolog
11162		nudix hydrolase 6
11163		nudix hydrolase 4
11164		nudix hydrolase 5
11165		nudix hydrolase 3
11166		SRY-box transcription factor 21
11167		follistatin like 1
11168		PC4 and SRSF1 interacting protein 1
11169		WD repeat and HMG-box DNA binding protein 1
1117		chitinase 3 like 2
11170		family with sequence similarity 107 member A
11171		serine/threonine kinase receptor associated protein
11172		insulin like 6
11173		ADAM metallopeptidase with thrombospondin type 1 motif 7
11174		ADAM metallopeptidase with thrombospondin type 1 motif 6
11176		bromodomain adjacent to zinc finger domain 2A
11177		bromodomain adjacent to zinc finger domain 1A
11178		leucine zipper tumor suppressor 1
11179		zinc finger protein 277
1118		chitinase 1
11180		WD repeat domain 6
11181		trehalase
11182		solute carrier family 2 member 6
11184		mitogen-activated protein kinase kinase kinase kinase 1
11185		indolethylamine N-methyltransferase
11186		Ras association domain family member 1
11187	Failed_11187	
11188		nischarin
11189		CUGBP Elav-like family member 3
1119		choline kinase alpha
11190	Failed_11190	
11193		WW domain binding protein 4
11194		ATP binding cassette subfamily B member 8
11196	Failed_11196	
11197		WNT inhibitory factor 1
11198		SPT16 homolog, facilitates chromatin remodeling subunit
11199		annexin A10
112		adenylate cyclase 6
1120	Failed_1120	
11200	Failed_11200	
11201		DNA polymerase iota
11202		kallikrein related peptidase 8
1121		CHM Rab escort protein
11211	Failed_11211	
11212	Failed_11212	
11213		interleukin 1 receptor associated kinase 3
11214		A-kinase anchoring protein 13
11215		A-kinase anchoring protein 11
11216		A-kinase anchoring protein 10
11217		A-kinase anchoring protein 2
11218		DEAD-box helicase 20
11219		three prime repair exonuclease 2
1122		CHM like Rab escort protein
11221		dual specificity phosphatase 10
11222		mitochondrial ribosomal protein L3
11224		ribosomal protein L35
11226		polypeptide N-acetylgalactosaminyltransferase 6
11227	Failed_11227	
11228		Ras association domain family member 8
1123	Failed_1123	
11230		PRA1 domain family member 2
11231		SEC63 homolog, protein translocation regulator
11232	Failed_11232	
11234		HPS5 biogenesis of lysosomal organelles complex 2 subunit 2
11235	Failed_11235	
11236		ring finger protein 139
11237		ring finger protein 24
11238		carbonic anhydrase 5B
112398		egl-9 family hypoxia inducible factor 2
112399		egl-9 family hypoxia inducible factor 3
1124		chimerin 2
11240		peptidyl arginine deiminase 2
112401		baculoviral IAP repeat containing 8
11243		polyamine modulated factor 1
11244		zinc fingers and homeoboxes 1
112464		caveolae associated protein 3
11247		neurexophilin 4
112476		proline rich transmembrane protein 2
11248		neurexophilin 3
112483		spermidine/spermine N1-acetyltransferase family member 2
112487		D-aminoacyl-tRNA deacylase 2
11249		neurexophilin 2
112495		general transcription factor IIIC subunit 6
11250		G protein-coupled receptor 45
11251		prostaglandin D2 receptor 2
11252		protein kinase C and casein kinase substrate in neurons 2
11253		mannosidase alpha class 1B member 1
11254		solute carrier family 6 member 14
